speaker_id,name,gender,movie_id,movie_name,label_agreeableness,label_openness,label_conscientiousness,label_extraversion,label_neuroticism
u1798,COREY,?,m119,life as a house,,,,,
u1802,NURSE,?,m119,life as a house,,,,,
u1800,JOSH,?,m119,life as a house,,,,,
u1803,PETER,M,m119,life as a house,,,,,
u1807,ABERNATHY,?,m120,the life of david gale,,,,,
u1821,MAE ROSE,?,m120,the life of david gale,,,,,
u1815,DOCTOR,?,m120,the life of david gale,,,,,
u1827,RAY,M,m120,the life of david gale,,,,,
u1808,BISCUIT,?,m120,the life of david gale,,,,,
u1809,BLOCKER,?,m120,the life of david gale,,,,,
u1811,CLAUDE,M,m120,the life of david gale,,,,,
u1810,BOUNCER,?,m120,the life of david gale,,,,,
u1833,YVETTE,?,m120,the life of david gale,,,,,
u1831,WILKINS,?,m120,the life of david gale,,,,,
u1814,DILLARD,?,m120,the life of david gale,,,,,
u1813,DAISY,?,m120,the life of david gale,,,,,
u1830,SYLVIA,?,m120,the life of david gale,,,,,
u1819,JANGLE LEG,?,m120,the life of david gale,,,,,
u1812,COOKIE,?,m120,the life of david gale,,,,,
u1817,HOPPIN' BOB,?,m120,the life of david gale,,,,,
u1816,GOLDMOUTH,?,m120,the life of david gale,,,,,
u1820,LEON,?,m120,the life of david gale,,,,,
u1818,JAKE,?,m120,the life of david gale,,,,,
u1832,WILLIE,?,m120,the life of david gale,,,,,
u1822,MAMA GIBSON,?,m120,the life of david gale,,,,,
u1823,NURSE HUMPHRIES,?,m120,the life of david gale,,,,,
u1824,PIKE,?,m120,the life of david gale,,,,,
u1825,POKER FACE,?,m120,the life of david gale,,,,,
u1826,RADIO,?,m120,the life of david gale,,,,,
u1828,SLIM,?,m120,the life of david gale,,,,,
u1829,SPANKY,?,m120,the life of david gale,,,,,
u1834,ADRIAN,?,m121,little nicky,,,,,
u1846,NICKY,M,m121,little nicky,,,,,
u1837,CASSIUS,?,m121,little nicky,,,,,
u1843,JOHN,?,m121,little nicky,,,,,
u1835,ANGEL,F,m121,little nicky,,,,,
u1838,CHRISTA,?,m121,little nicky,,,,,
u1836,BEEFY,M,m121,little nicky,,,,,
u1851,TODD,?,m121,little nicky,,,,,
u1839,DAD,M,m121,little nicky,,,,,
u1845,LUCIFER,?,m121,little nicky,,,,,
u1840,DAN,?,m121,little nicky,,,,,
u1842,JIMMY THE DEMON,?,m121,little nicky,,,,,
u1841,GATEKEEPER,?,m121,little nicky,,,,,
u1847,PETER,?,m121,little nicky,,,,,
u1848,REGIS,?,m121,little nicky,,,,,
u1844,KATHY LEE,?,m121,little nicky,,,,,
u1850,STUDENT,?,m121,little nicky,,,,,
u1852,VALERIE,F,m121,little nicky,,,,,
u1849,STREET VENDOR,?,m121,little nicky,,,,,
u1853,BILLY,?,m122,logan's run,,,,,
u1859,LOGAN,M,m122,logan's run,,,,,
u1854,BOX,M,m122,logan's run,,,,,
u1855,DOC,?,m122,logan's run,,,,,
u1856,FRANCIS,M,m122,logan's run,,,,,
u1857,HOLLY,?,m122,logan's run,,,,,
u1858,JESSICA,F,m122,logan's run,,,,,
u1861,MARY,?,m122,logan's run,,,,,
u1862,OLD MAN,M,m122,logan's run,,,,,
u1863,RECEPTIONIST,?,m122,logan's run,,,,,
u1864,VOICE,?,m122,logan's run,,,,,
u1865,WOMAN,?,m122,logan's run,,,,,
u1860,MAN,?,m122,logan's run,,,,,
u1866,"""V""",?,m123,lost highway,,,,,
u1883,PETE,M,m123,lost highway,,,,,
u1877,FRED,M,m123,lost highway,,,,,
u1867,AL,?,m123,lost highway,,,,,
u1885,RENEE,F,m123,lost highway,,,,,
u1876,ED,?,m123,lost highway,,,,,
u1868,ALICE,F,m123,lost highway,,,,,
u1869,ANDY,?,m123,lost highway,,,,,
u1870,ARNIE,?,m123,lost highway,,,,,
u1871,BILL,?,m123,lost highway,,,,,
u1888,WARDEN,?,m123,lost highway,,,,,
u1873,CLAIRE,?,m123,lost highway,,,,,
u1872,CAPTAIN HENDERSON,?,m123,lost highway,,,,,
u1879,JOHNNY MACK,?,m123,lost highway,,,,,
u1874,DR. ROGOFF,?,m123,lost highway,,,,,
u1881,MR. EDDY,M,m123,lost highway,,,,,
u1875,DRIVER,?,m123,lost highway,,,,,
u1878,GUARD,?,m123,lost highway,,,,,
u1882,MYSTERY MAN,?,m123,lost highway,,,,,
u1884,RAQUEL,?,m123,lost highway,,,,,
u1880,MARIAN,?,m123,lost highway,,,,,
u1887,VOICE,?,m123,lost highway,,,,,
u1886,SHEILA,F,m123,lost highway,,,,,
u1889,ASSISTANT SECRETARY,?,m124,lost horizon,,,,,
u1892,CLERK,?,m124,lost horizon,,,,,
u1891,CHANG,M,m124,lost horizon,,,,,
u1890,BARNARD,M,m124,lost horizon,,,,,
u1898,LOVETT,M,m124,lost horizon,,,,,
u1893,CONWAY,M,m124,lost horizon,,,,,
u1895,GLORIA,?,m124,lost horizon,,,,,
u1894,GEORGE,M,m124,lost horizon,,,,,
u1899,MARIA,?,m124,lost horizon,,,,,
u1896,HIGH LAMA,?,m124,lost horizon,,,,,
u1897,LAMA,?,m124,lost horizon,,,,,
u1900,SONDRA,F,m124,lost horizon,,,,,
u1906,KAY,M,m125,men in black,1,0,1,0,0
u1901,COWAN,?,m125,men in black,,,,,
u1913,ZED,M,m125,men in black,,,,,
u1911,WALLACE,?,m125,men in black,,,,,
u1902,DEE,?,m125,men in black,,,,,
u1903,INS LEADER,?,m125,men in black,,,,,
u1904,JAY,M,m125,men in black,,,,,
u1907,LAUREL,F,m125,men in black,,,,,
u1905,JEEBS,?,m125,men in black,,,,,
u1912,YAZ,?,m125,men in black,,,,,
u1909,MIKEY,?,m125,men in black,,,,,
u1914,ZED'S VOICE,?,m125,men in black,,,,,
u1908,LEONARD,?,m125,men in black,,,,,
u1910,PRESIDENT,?,m125,men in black,,,,,
u1915,AGATHA,F,m126,minority report,,,,,
u1916,ANDERTON,M,m126,minority report,0,1,0,0,1
u1928,LARA,F,m126,minority report,,,,,
u1921,DR. EDDIE,?,m126,minority report,,,,,
u1923,GIDEON,?,m126,minority report,,,,,
u1918,BURGESS,M,m126,minority report,,,,,
u1922,FLETCHER,M,m126,minority report,,,,,
u1926,JAD,M,m126,minority report,,,,,
u1934,WITWER,M,m126,minority report,,,,,
u1933,WALLY,?,m126,minority report,,,,,
u1929,RUFUS,?,m126,minority report,,,,,
u1931,SEAN,M,m126,minority report,,,,,
u1919,CROW,M,m126,minority report,,,,,
u1925,IRIS,F,m126,minority report,,,,,
u1917,ANDERTON'S VOICE,?,m126,minority report,,,,,
u1932,SECRETARY,?,m126,minority report,,,,,
u1920,CUSTOMER,?,m126,minority report,,,,,
u1927,KNOTT,?,m126,minority report,,,,,
u1924,HOWARD,?,m126,minority report,,,,,
u1930,SARAH,?,m126,minority report,,,,,
u1935,ARTHUR,?,m127,made,,,,,
u1940,BOBBY,M,m127,made,,,,,
u1936,AUDREY,?,m127,made,,,,,
u1947,HORRACE,M,m127,made,,,,,
u1937,BARTENDER,?,m127,made,,,,,
u1952,RICKY,M,m127,made,,,,,
u1938,BELLMAN,?,m127,made,,,,,
u1939,BIANCA,?,m127,made,,,,,
u1942,CYNTHIA,?,m127,made,,,,,
u1956,WENDY,?,m127,made,,,,,
u1941,CHLOE,?,m127,made,,,,,
u1948,JESS,F,m127,made,,,,,
u1946,HORNY GUY,?,m127,made,,,,,
u1951,MAX,M,m127,made,,,,,
u1953,RUIZ,?,m127,made,,,,,
u1949,JIMMY,?,m127,made,,,,,
u1945,HISPANIC KID,?,m127,made,,,,,
u1943,DOORMAN,?,m127,made,,,,,
u1955,WELSHMAN,M,m127,made,,,,,
u1954,SCREECH,?,m127,made,,,,,
u1944,FLIGHT ATTENDANT,?,m127,made,,,,,
u1950,LEO,?,m127,made,,,,,
u1971,MALCOLM,M,m128,malcolm x,,,,,
u1957,ARCHIE,M,m128,malcolm x,,,,,
u1977,SAMMY,?,m128,malcolm x,,,,,
u1958,BEMBRY,M,m128,malcolm x,,,,,
u1959,BENJAMIN,?,m128,malcolm x,,,,,
u1960,BENJAMIN 2X,?,m128,malcolm x,,,,,
u1961,BETTY,F,m128,malcolm x,,,,,
u1962,BROTHER EARL,?,m128,malcolm x,,,,,
u1963,CHAPLAIN GILL,?,m128,malcolm x,,,,,
u1964,DR. PAYSON,?,m128,malcolm x,,,,,
u1965,ELIJAH,?,m128,malcolm x,,,,,
u1966,GREGORY,?,m128,malcolm x,,,,,
u1967,HONEY,?,m128,malcolm x,,,,,
u1982,VOICE OF MALCOLM X,?,m128,malcolm x,,,,,
u1968,JUDGE,?,m128,malcolm x,,,,,
u1969,LAURA,?,m128,malcolm x,,,,,
u1970,LOUISE,?,m128,malcolm x,,,,,
u1973,MISS DUNNE,?,m128,malcolm x,,,,,
u1979,SIDNEY,?,m128,malcolm x,,,,,
u1981,SOPHIA,?,m128,malcolm x,,,,,
u1978,SHORTY,M,m128,malcolm x,,,,,
u1976,RUDY,?,m128,malcolm x,,,,,
u1975,PLAINCLOTHES,?,m128,malcolm x,,,,,
u1980,SISTER LUCILLE,?,m128,malcolm x,,,,,
u1972,MALCOLM'S VOICE,?,m128,malcolm x,,,,,
u1974,MRS. SWERLIN,?,m128,malcolm x,,,,,
u1983,CREASY,M,m129,man on fire,,,,,
u1991,MANZANO,M,m129,man on fire,,,,,
u1985,CUSTOMS,?,m129,man on fire,,,,,
u1995,ROSANNA,?,m129,man on fire,,,,,
u1994,REINA,?,m129,man on fire,,,,,
u1987,GUARDIAN TWO,?,m129,man on fire,,,,,
u1997,SISTER ANNA,?,m129,man on fire,,,,,
u1989,JORGE,?,m129,man on fire,,,,,
u1986,DANIEL,?,m129,man on fire,,,,,
u1998,TAZINARI,?,m129,man on fire,,,,,
u1996,SAMUEL,?,m129,man on fire,,,,,
u1993,RAYBURN,M,m129,man on fire,,,,,
u1992,PINTA,F,m129,man on fire,,,,,
u1990,LISA,F,m129,man on fire,,,,,
u1984,CREASY'S VOICE,?,m129,man on fire,,,,,
u1988,JORDAN,?,m129,man on fire,,,,,
u1999,VOICE,?,m129,man on fire,,,,,
u2005,DR. KEEGAN,?,m130,marty,,,,,
u2000,ANDY,?,m130,marty,,,,,
u2001,ANGIE,M,m130,marty,,,,,
u2010,MARTY,M,m130,marty,,,,,
u2002,BARTENDER,?,m130,marty,,,,,
u2012,MRS. PILLETTI,F,m130,marty,,,,,
u2003,CATHERINE,F,m130,marty,,,,,
u2004,CLARA,F,m130,marty,,,,,
u2007,GIRL,?,m130,marty,,,,,
u2014,SECOND IRISH WOMAN,?,m130,marty,,,,,
u2006,FIRST IRISH WOMAN,?,m130,marty,,,,,
u2008,JOE,?,m130,marty,,,,,
u2009,LEO,?,m130,marty,,,,,
u2015,THOMAS,?,m130,marty,,,,,
u2013,RALPH,?,m130,marty,,,,,
u2011,MRS. FUSARI,?,m130,marty,,,,,
u2016,VIRGINIA,?,m130,marty,,,,,
u2021,HAWKEYE,M,m131,mash,,,,,
u2017,DAGO RED,?,m131,mash,,,,,
u2018,DUKE,M,m131,mash,,,,,
u2022,HENRY,?,m131,mash,,,,,
u2034,TRAPPER,M,m131,mash,,,,,
u2023,HO-JON,?,m131,mash,,,,,
u2019,FRANK,?,m131,mash,,,,,
u2033,SPEARCHUCKER,?,m131,mash,,,,,
u2024,HOT LIPS,?,m131,mash,,,,,
u2020,GENERAL HAMMOND,?,m131,mash,,,,,
u2031,RADAR,?,m131,mash,,,,,
u2029,MEDICAL CORPS SERGEANT,?,m131,mash,,,,,
u2026,LIEUTENANT DISH,?,m131,mash,,,,,
u2025,KOREAN DOCTOR,?,m131,mash,,,,,
u2027,LIEUTENANT SCORCH,?,m131,mash,,,,,
u2032,SECOND MEDICAL CORPS SERGEANT,?,m131,mash,,,,,
u2028,ME LAY,?,m131,mash,,,,,
u2030,PAINLESS,M,m131,mash,,,,,
u2035,UGLY JOHN,?,m131,mash,,,,,
u2036,ANN,F,m132,meet john doe,,,,,
u2044,JOE,?,m132,meet john doe,,,,,
u2045,JOHN,M,m132,meet john doe,,,,,
u2042,D. B.,?,m132,meet john doe,,,,,
u2043,EDDIE,?,m132,meet john doe,,,,,
u2048,MOTHER,F,m132,meet john doe,,,,,
u2041,CONNELL,M,m132,meet john doe,,,,,
u2040,COLONEL,?,m132,meet john doe,,,,,
u2053,TALL CHAP,?,m132,meet john doe,,,,,
u2037,BEANY,M,m132,meet john doe,,,,,
u2039,BERT'S WIFE,?,m132,meet john doe,,,,,
u2038,BERT,?,m132,meet john doe,,,,,
u2052,SOURPUSS,?,m132,meet john doe,,,,,
u2050,POP,?,m132,meet john doe,,,,,
u2049,MRS. MITCHELL,?,m132,meet john doe,,,,,
u2047,MIKE,?,m132,meet john doe,,,,,
u2046,MAYOR,?,m132,meet john doe,,,,,
u2051,SECRETARY,?,m132,meet john doe,,,,,
u2054,BAFFERT,?,m133,metro,,,,,
u2065,ROPER,M,m133,metro,,,,,
u2060,KORDA,?,m133,metro,,,,,
u2055,CLARENCE,?,m133,metro,,,,,
u2061,MCCALL,M,m133,metro,,,,,
u2056,DAVE,?,m133,metro,,,,,
u2057,EARL,?,m133,metro,,,,,
u2058,JAIL GUARD #2,?,m133,metro,,,,,
u2059,KIMURA,?,m133,metro,,,,,
u2062,OFFICER #1,?,m133,metro,,,,,
u2063,RAYMOND,?,m133,metro,,,,,
u2064,RONNIE,F,m133,metro,,,,,
u2067,TRACK ANNOUNCER,?,m133,metro,,,,,
u2066,SOLIS,M,m133,metro,,,,,
u2068,CHRISTOPH,?,m134,metropolis,,,,,
u2073,HALDEN,?,m134,metropolis,,,,,
u2070,DIGITAL GENA,?,m134,metropolis,,,,,
u2072,GENA,?,m134,metropolis,,,,,
u2078,TANNER,?,m134,metropolis,,,,,
u2069,DEX,?,m134,metropolis,,,,,
u2071,EMMA,?,m134,metropolis,,,,,
u2074,KATIE,F,m134,metropolis,,,,,
u2076,LAWYER,?,m134,metropolis,,,,,
u2075,KID,?,m134,metropolis,,,,,
u2077,SYNTHETIC VOICE,?,m134,metropolis,,,,,
u2082,BILLY,?,m135,mighty morphin power rangers,,,,,
u2079,ADAM,?,m135,mighty morphin power rangers,,,,,
u2081,ALPHA 5,?,m135,mighty morphin power rangers,,,,,
u2080,AISHA,?,m135,mighty morphin power rangers,,,,,
u2084,DULCEA,?,m135,mighty morphin power rangers,,,,,
u2092,TOMMY,?,m135,mighty morphin power rangers,,,,,
u2094,ZORDON,?,m135,mighty morphin power rangers,,,,,
u2087,KIMBERLY,?,m135,mighty morphin power rangers,,,,,
u2090,ROCKY,?,m135,mighty morphin power rangers,,,,,
u2091,SKULL,?,m135,mighty morphin power rangers,,,,,
u2083,BULK,?,m135,mighty morphin power rangers,,,,,
u2085,GOLDAR,?,m135,mighty morphin power rangers,,,,,
u2088,MORDANT,?,m135,mighty morphin power rangers,,,,,
u2086,IVAN,?,m135,mighty morphin power rangers,,,,,
u2089,RITA,?,m135,mighty morphin power rangers,,,,,
u2093,ZEDD,?,m135,mighty morphin power rangers,,,,,
u2095,AL CAPONE,?,m136,mobsters,,,,,
u2107,MANAGER,?,m136,mobsters,,,,,
u2105,LUCIANO,M,m136,mobsters,,,,,
u2099,CHARLIE,?,m136,mobsters,,,,,
u2096,BOBBY CLOWES,?,m136,mobsters,,,,,
u2097,BOO-BOO HOFF,?,m136,mobsters,,,,,
u2104,LANSKY,M,m136,mobsters,,,,,
u2098,CAPONE,?,m136,mobsters,,,,,
u2102,GAY ORLOVA,?,m136,mobsters,,,,,
u2111,ROTHSTEIN,?,m136,mobsters,,,,,
u2112,SIEGEL,?,m136,mobsters,,,,,
u2101,FRANK,?,m136,mobsters,,,,,
u2100,DETECTIVE MULLAVEY,?,m136,mobsters,,,,,
u2103,JOE PROFACI,?,m136,mobsters,,,,,
u2109,MASSERIA,M,m136,mobsters,,,,,
u2108,MARANZANO,?,m136,mobsters,,,,,
u2106,MAD DOG COLL,?,m136,mobsters,,,,,
u2110,REINA,?,m136,mobsters,,,,,
u2113,ALICE,?,m137,monkeybone,,,,,
u2120,JULIE,F,m137,monkeybone,,,,,
u2124,STU,M,m137,monkeybone,,,,,
u2114,BULL,?,m137,monkeybone,,,,,
u2115,DEATH,?,m137,monkeybone,,,,,
u2121,KIMMY,?,m137,monkeybone,,,,,
u2116,DR. EDELSTEIN,?,m137,monkeybone,,,,,
u2125,STU-BONE,?,m137,monkeybone,,,,,
u2117,HERB,?,m137,monkeybone,,,,,
u2118,HUTCH,?,m137,monkeybone,,,,,
u2119,HYPNOS,M,m137,monkeybone,,,,,
u2122,KITTY,?,m137,monkeybone,,,,,
u2123,MONKEYBONE,M,m137,monkeybone,,,,,
u2127,MARIAN,F,m138,my mother dreams the satan's disciples in new york,,,,,
u2126,DISCIPLE PROSPECT,?,m138,my mother dreams the satan's disciples in new york,,,,,
u2130,PAULA,F,m138,my mother dreams the satan's disciples in new york,,,,,
u2128,MARIKA,?,m138,my mother dreams the satan's disciples in new york,,,,,
u2129,MISCHA,?,m138,my mother dreams the satan's disciples in new york,,,,,
u2131,BOY,?,m139,mr. smith goes to washington,,,,,
u2138,JEFFERSON,M,m139,mr. smith goes to washington,,,,,
u2132,CHAIRMAN,?,m139,mr. smith goes to washington,,,,,
u2141,MCGANN,M,m139,mr. smith goes to washington,,,,,
u2133,COOK,?,m139,mr. smith goes to washington,,,,,
u2147,SAUNDERS,F,m139,mr. smith goes to washington,,,,,
u2134,DIZ,M,m139,mr. smith goes to washington,,,,,
u2135,EMMA,F,m139,mr. smith goes to washington,,,,,
u2137,HUBERT,M,m139,mr. smith goes to washington,,,,,
u2144,PAINE,M,m139,mr. smith goes to washington,,,,,
u2136,GRIFFITH,?,m139,mr. smith goes to washington,,,,,
u2151,TAYLOR,M,m139,mr. smith goes to washington,,,,,
u2145,PETER,?,m139,mr. smith goes to washington,,,,,
u2143,OTIS,?,m139,mr. smith goes to washington,,,,,
u2140,MA,?,m139,mr. smith goes to washington,,,,,
u2139,JIMMIE,?,m139,mr. smith goes to washington,,,,,
u2148,SENATOR,?,m139,mr. smith goes to washington,,,,,
u2152,VOICES,?,m139,mr. smith goes to washington,,,,,
u2150,SUSAN,F,m139,mr. smith goes to washington,,,,,
u2146,PRESIDENT,?,m139,mr. smith goes to washington,,,,,
u2149,SPIELER,?,m139,mr. smith goes to washington,,,,,
u2142,NOSEY,?,m139,mr. smith goes to washington,,,,,
u2153,2ND BODYGUARD,?,m140,mr. deeds goes to town,,,,,
u2173,LONGFELLOW,M,m140,mr. deeds goes to town,,,,,
u2154,AGENT,?,m140,mr. deeds goes to town,,,,,
u2162,CEDAR,M,m140,mr. deeds goes to town,,,,,
u2155,AMY,?,m140,mr. deeds goes to town,,,,,
u2171,JANE,?,m140,mr. deeds goes to town,,,,,
u2156,APPLICANT,?,m140,mr. deeds goes to town,,,,,
u2157,BABE,F,m140,mr. deeds goes to town,,,,,
u2174,LONGFELLOW'S VOICE,?,m140,mr. deeds goes to town,,,,,
u2175,MABEL,F,m140,mr. deeds goes to town,,,,,
u2176,MAC,M,m140,mr. deeds goes to town,,,,,
u2158,BOB,?,m140,mr. deeds goes to town,,,,,
u2168,FRANK,?,m140,mr. deeds goes to town,,,,,
u2159,BUDINGTON,?,m140,mr. deeds goes to town,,,,,
u2160,BUTLER,M,m140,mr. deeds goes to town,,,,,
u2166,FARMER,?,m140,mr. deeds goes to town,,,,,
u2161,BUTLERS,?,m140,mr. deeds goes to town,,,,,
u2167,FIRST BROTHER,?,m140,mr. deeds goes to town,,,,,
u2172,JUDGE,?,m140,mr. deeds goes to town,,,,,
u2163,COBB,M,m140,mr. deeds goes to town,,,,,
u2180,VOICE,?,m140,mr. deeds goes to town,,,,,
u2178,MRS. MEREDITH,?,m140,mr. deeds goes to town,,,,,
u2164,DOUGLAS,?,m140,mr. deeds goes to town,,,,,
u2181,VON HOLLER,?,m140,mr. deeds goes to town,,,,,
u2165,DR. FOSDICK,?,m140,mr. deeds goes to town,,,,,
u2169,HALLOR,M,m140,mr. deeds goes to town,,,,,
u2170,HENABERRY,?,m140,mr. deeds goes to town,,,,,
u2182,WAITER,?,m140,mr. deeds goes to town,,,,,
u2177,MORROW,?,m140,mr. deeds goes to town,,,,,
u2179,SVENSON,?,m140,mr. deeds goes to town,,,,,
u2183,WALTER,M,m140,mr. deeds goes to town,,,,,
u2184,ALTHEA,F,m141,mumford,,,,,
u2196,MUMFORD,M,m141,mumford,,,,,
u2185,COOK,?,m141,mumford,,,,,
u2186,CORRECTIONAL OFFICER,?,m141,mumford,,,,,
u2198,SHEELER,?,m141,mumford,,,,,
u2187,DELBANCO,?,m141,mumford,,,,,
u2188,FOLLETT,M,m141,mumford,,,,,
u2189,GILROY,?,m141,mumford,,,,,
u2190,JEREMY,M,m141,mumford,,,,,
u2191,JUDGE OTTO,?,m141,mumford,,,,,
u2192,LILY,F,m141,mumford,,,,,
u2199,SKIP,M,m141,mumford,,,,,
u2193,LIONEL,?,m141,mumford,,,,,
u2194,MARTIN,?,m141,mumford,,,,,
u2200,SOFIE,F,m141,mumford,,,,,
u2195,MRS. COOK,?,m141,mumford,,,,,
u2197,NESSA,F,m141,mumford,,,,,
u2209,O'CONNELL,M,m142,the mummy,,,,,
u2201,ARDETH RAY,?,m142,the mummy,,,,,
u2208,JONATHAN,M,m142,the mummy,,,,,
u2202,BENI,M,m142,the mummy,,,,,
u2205,EVELYN,F,m142,the mummy,,,,,
u2203,CURATOR,?,m142,the mummy,,,,,
u2207,HOOK,?,m142,the mummy,,,,,
u2206,HENDERSON,?,m142,the mummy,,,,,
u2204,DANIELS,?,m142,the mummy,,,,,
u2210,WARDEN,?,m142,the mummy,,,,,
u2211,AMAZING,?,m143,mystery men,,,,,
u2214,CASANOVA,?,m143,mystery men,,,,,
u2212,ANABEL,?,m143,mystery men,,,,,
u2221,SHOVELER,M,m143,mystery men,,,,,
u2213,BOWLER,?,m143,mystery men,,,,,
u2220,RAJA,M,m143,mystery men,,,,,
u2215,FURIOUS,M,m143,mystery men,,,,,
u2216,HELLER,?,m143,mystery men,,,,,
u2223,TONY P,?,m143,mystery men,,,,,
u2218,MONICA,F,m143,mystery men,,,,,
u2217,INVISIBLE BOY,?,m143,mystery men,,,,,
u2222,SPHINX,?,m143,mystery men,,,,,
u2219,MOTHER,?,m143,mystery men,,,,,
u2224,ALEXANDER,M,m144,napoleon,,,,,
u2229,CAULAINCOURT,?,m144,napoleon,,,,,
u2236,GENERAL KUTUSOV,M,m144,napoleon,,,,,
u2244,NAPOLEON,M,m144,napoleon,,,,,
u2225,BARRAS,?,m144,napoleon,,,,,
u2226,BELLIARD,?,m144,napoleon,,,,,
u2227,BERTRAND,?,m144,napoleon,,,,,
u2228,BOURRIENNE,?,m144,napoleon,,,,,
u2230,CHARLES,?,m144,napoleon,,,,,
u2231,CORSICAN,?,m144,napoleon,,,,,
u2247,PICART,?,m144,napoleon,,,,,
u2232,DIDIER,?,m144,napoleon,,,,,
u2233,DUROC,?,m144,napoleon,,,,,
u2249,SCHWARZENBURG,?,m144,napoleon,,,,,
u2234,EUGENE,?,m144,napoleon,,,,,
u2235,FRANCIS,?,m144,napoleon,,,,,
u2237,GIRL,F,m144,napoleon,,,,,
u2238,JOSEPH,M,m144,napoleon,,,,,
u2239,JOSEPHINE,F,m144,napoleon,,,,,
u2243,MONTESQUIOU,?,m144,napoleon,,,,,
u2240,JUNOT,?,m144,napoleon,,,,,
u2248,RUSSIAN GENTLEMAN,?,m144,napoleon,,,,,
u2241,MAJOR FIDON,?,m144,napoleon,,,,,
u2242,MARIE-LOUISE,F,m144,napoleon,,,,,
u2250,TALLEYRAND,?,m144,napoleon,,,,,
u2251,VARLAC,?,m144,napoleon,,,,,
u2246,ORDERLY,?,m144,napoleon,,,,,
u2245,NARRATOR,?,m144,napoleon,,,,,
u2252,BABY'D,?,m145,next friday,,,,,
u2256,DAY-DAY,M,m145,next friday,,,,,
u2267,UNCLE ELROY,M,m145,next friday,,,,,
u2253,CRAIG,M,m145,next friday,,,,,
u2255,D'WANA,?,m145,next friday,,,,,
u2265,ROACH,M,m145,next friday,,,,,
u2264,PINKY,?,m145,next friday,,,,,
u2261,KARLA,F,m145,next friday,,,,,
u2258,DELIVERY GUY,?,m145,next friday,,,,,
u2263,MR. JONES,M,m145,next friday,,,,,
u2262,MISS HO KYM,?,m145,next friday,,,,,
u2254,CUSTOMER #1,?,m145,next friday,,,,,
u2260,JOKER,?,m145,next friday,,,,,
u2259,EZAL,?,m145,next friday,,,,,
u2257,DEBO,?,m145,next friday,,,,,
u2266,SUGA,?,m145,next friday,,,,,
u2268,BRENDAN GRANT,?,m146,nick of time,,,,,
u2270,ELEANOR GRANT,F,m146,nick of time,,,,,
u2269,CABBIE,?,m146,nick of time,,,,,
u2271,GENE,M,m146,nick of time,,,,,
u2275,MR. SMITH,M,m146,nick of time,,,,,
u2273,KRISTA,?,m146,nick of time,,,,,
u2274,LYNN,?,m146,nick of time,,,,,
u2272,HUEY,M,m146,nick of time,,,,,
u2276,MS. JONES,?,m146,nick of time,,,,,
u2277,MYSTERY MAN,?,m146,nick of time,,,,,
u2278,OFFICER TRUST,?,m146,nick of time,,,,,
u2279,BART,?,m147,the night of the hunter,,,,,
u2285,GUARD,?,m147,the night of the hunter,,,,,
u2280,BEN HARPER,M,m147,the night of the hunter,,,,,
u2289,PREACHER,?,m147,the night of the hunter,,,,,
u2287,JOHN HARPER,M,m147,the night of the hunter,,,,,
u2281,BIRDIE STEPTOE,?,m147,the night of the hunter,,,,,
u2282,CLARY,?,m147,the night of the hunter,,,,,
u2290,RACHEL COOPER,?,m147,the night of the hunter,,,,,
u2283,CONGREGATION,?,m147,the night of the hunter,,,,,
u2293,WILLA HARPER,?,m147,the night of the hunter,,,,,
u2284,GROCER,?,m147,the night of the hunter,,,,,
u2286,ICEY SPOON,F,m147,the night of the hunter,,,,,
u2292,WALT,M,m147,the night of the hunter,,,,,
u2288,PEARL HARPER,F,m147,the night of the hunter,,,,,
u2291,RUBY,?,m147,the night of the hunter,,,,,
u2294,DR KING,?,m148,a nightmare on elm street,,,,,
u2297,MARGE,F,m148,a nightmare on elm street,,,,,
u2299,NANCY,F,m148,a nightmare on elm street,,,,,
u2295,GLEN,M,m148,a nightmare on elm street,,,,,
u2296,LT THOMPSON,?,m148,a nightmare on elm street,,,,,
u2300,PARKER,?,m148,a nightmare on elm street,,,,,
u2298,MR LANTZ,?,m148,a nightmare on elm street,,,,,
u2301,ROD,?,m148,a nightmare on elm street,,,,,
u2302,TINA,?,m148,a nightmare on elm street,,,,,
u2303,ALL THREE RUSSIANS,?,m149,ninotchka,,,,,
u2314,NINOTCHKA,F,m149,ninotchka,,,,,
u2304,ANNA,F,m149,ninotchka,,,,,
u2310,KOPALSKI,M,m149,ninotchka,,,,,
u2305,BULJANOFF,M,m149,ninotchka,,,,,
u2309,IRANOFF,M,m149,ninotchka,,,,,
u2313,MANAGER,?,m149,ninotchka,,,,,
u2312,LEON,M,m149,ninotchka,,,,,
u2306,GASTON,?,m149,ninotchka,,,,,
u2320,SWANA,F,m149,ninotchka,,,,,
u2307,GENERAL SAVITZKY,?,m149,ninotchka,,,,,
u2308,HEADWAITER,?,m149,ninotchka,,,,,
u2311,LAWYER,?,m149,ninotchka,,,,,
u2315,OFFICIAL,M,m149,ninotchka,,,,,
u2316,PORTER,?,m149,ninotchka,,,,,
u2319,RAZININ,M,m149,ninotchka,,,,,
u2317,PRE MATHIEU,?,m149,ninotchka,,,,,
u2321,TAXI DRIVER,?,m149,ninotchka,,,,,
u2318,RAKONIN,?,m149,ninotchka,,,,,
u2322,BUZHARDT,?,m150,nixon,,,,,
u2340,NIXON,M,m150,nixon,,,,,
